# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
302031,100,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
302032,1,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
302033,1,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
302033,2,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302040,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302037,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302037,3,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302023,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302027,1,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302030,1,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302041,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302042,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302124,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302132,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302131,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302131,29,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
302131,340,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
302388,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
302388,21,14,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
302388,577,15,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
303573,1,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
303575,1,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
303574,1,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
303569,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
303569,2,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
303572,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
303572,28,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
303523,None,None,1,HLT_Mu19_v1,ONE,L1_SingleMu10_LowQ
303576,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
303576,104,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
304013,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304197,1,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304198,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304198,3,2,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304196,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304196,38,10,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304196,82,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304199,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304199,10,3,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304200,1,3,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304200,39,4,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304200,194,5,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304784,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304841,None,None,1,HLT_Mu19_v1,ONE,L1_SingleMu10_LowQ
149291,1,2,1,HLT_Mu19_v1/1,ONE,L1_SingleMu7/1
149294,1,4,1,HLT_Mu19_v1/1,ONE,L1_SingleMu7/1
304711,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304711,4,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304711,7,2,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304711,8,3,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304711,9,4,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304711,10,5,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304711,11,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
304711,12,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
304711,13,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
304711,14,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
304711,17,10,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304711,18,11,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
